Unnamed: 0.1,Unnamed: 0,price,title,year,mileage,transmission,body_type,drive_type,color,engine_capacity,engine_power,fuel_type,travel_distance,price_scaled,year_scaled,mileage_scaled,engine_capacity_scaled,engine_power_scaled,travel_distance_scaled
161974,165588,1900000,Kia Seltos I,2020,118131,вариатор,внедорожник 5 дв.,передний,серый,2.0,149.0,Бензин,0,0.589568490195351,1.2591326522568975,-1.4138484463116594,0.3626703065800081,0.9372683044027929,-0.0096796395548317
180095,184980,9200000,BMW X4 M40i II (G02) Рестайлинг,2022,12000,автомат,внедорожник 5 дв.,полный,серый,3.0,387.0,Бензин,0,6.027073207207721,1.491822811640331,-1.2708118163009177,1.694521359957482,3.4111895401928134,-0.0096796395548317
11742,11795,177000,Lada (ВАЗ) 2109 21093i,1996,125000,механика,хэтчбек 5 дв.,передний,белый,1.5,78.0,Бензин,0,-0.7101277592368739,-1.6494943400360214,-0.7523040325119785,-0.7028105361219711,-1.2016427640406622,-0.0096796395548317
122758,124622,2380000,Land Rover Discovery IV Рестайлинг,2014,311000,автомат,внедорожник 5 дв.,полный,серый,3.0,249.0,Дизель,0,-0.3622158720589279,0.561062174106597,-0.1265187762149831,-0.8359956414597183,-0.6347024808387826,-0.0096796395548317
19271,19364,555555,Mitsubishi RVR II,1998,235000,механика,компактвэн,полный,синий,2.0,250.0,Бензин,0,-0.692444817067728,-1.3004591009608713,1.983271516443459,-0.0368850094332338,-0.905287616003316,-0.0096796395548317
174475,178927,3200700,Hyundai Palisade I,2022,23000,автомат,внедорожник 5 дв.,полный,чёрный,2.2,200.0,Дизель,0,0.8945992426131181,1.3754777319486142,-0.7743227337442572,0.3626703065800081,0.2801329761460687,-0.0096796395548317
113296,114858,2100000,Jeep Grand Cherokee IV (WK2),2013,198500,автомат,внедорожник 5 дв.,полный,чёрный,3.0,243.0,Дизель,0,0.0811839028324059,0.3283720147231634,0.3025911138172423,-0.3032552201087288,0.1512829117820051,-0.0096796395548317
15920,15996,300000,Lada (ВАЗ) 2110,1997,300000,механика,седан,передний,зелёный,1.5,73.0,Бензин,0,-0.5951886351374254,-1.416804180652588,0.3472900606955991,-0.3032552201087288,-0.5702774486567508,-0.0096796395548317
35487,35706,735000,Toyota Premio I (T24),2002,300000,автомат,седан,передний,серый,1.8,132.0,Бензин,0,-0.2724749405505124,-0.9514238618857208,0.8389784763575241,0.6290405172555031,-0.1193022233825283,-0.0096796395548317
4622,4648,240000,Toyota Estima Emina I,1993,400000,механика,минивэн,полный,зелёный,2.2,100.0,Дизель,0,0.1917022913895678,-1.9985295791111717,0.2400125881875427,2.626817097321714,-0.4800824036019062,-0.0096796395548317
1947,1958,175000,Москвич 2141 21412-01,1991,72128,механика,хэтчбек 5 дв.,передний,пурпурный,1.5,72.0,Бензин,0,-0.7675973212865981,-2.2312197384946053,0.320470692568585,-0.5696254307842236,-1.085677706113005,-0.0096796395548317
32800,32988,750000,Mitsubishi Airtrek I,2001,303601,автомат,внедорожник 5 дв.,передний,жёлтый,2.4,139.0,Бензин,0,-0.6305545194757173,-1.0677689415774376,0.6166459145845773,-1.2355509574729604,-1.0599076932401923,-0.0096796395548317
118276,119980,2899999,Audi A7 I (4G),2014,148000,робот,лифтбек,полный,серый,3.0,310.0,Бензин,0,-0.5598227507991336,0.4447170944148802,0.0612168006741155,-0.8359956414597183,-0.6218174744023761,-0.0096796395548317
136643,138995,3390000,Land Rover Discovery V,2016,155000,автомат,внедорожник 5 дв.,полный,белый,3.0,249.0,Дизель,0,-0.0072308080133236,0.7937523334900305,-0.2414040094817358,-0.3032552201087288,-0.2868073070558109,-0.0096796395548317
161943,165557,1450000,Chevrolet Trax I Рестайлинг,2020,59000,автомат,внедорожник 5 дв.,передний,чёрный,1.4,140.0,Бензин,0,-0.0792887973525933,1.2591326522568975,-1.293161289740096,-0.3032552201087288,0.0997428860363797,-0.0096796395548317
85217,86044,1028000,Mazda 5 I (CR) Рестайлинг,2009,146000,автомат,компактвэн,передний,пурпурный,2.3,153.0,Бензин,0,-0.25037126283908,-0.1370083040437036,0.6959418463467824,1.694521359957482,0.9888083301484184,-0.0096796395548317
74901,75506,1200000,Chevrolet TrailBlazer I Рестайлинг,2007,261000,автомат,внедорожник 5 дв.,полный,серебристый,4.2,295.0,Бензин,0,-0.360889651396242,-0.2533533837354204,0.7420264605783682,0.6290405172555031,0.2285929504004433,-0.0096796395548317
24867,25008,49000,Lada (ВАЗ) 2108,2000,193000,механика,хэтчбек 3 дв.,передний,фиолетовый,1.5,78.0,Бензин,0,-0.480249511037977,-1.1841140212691543,0.5529052163360405,1.028595833268745,0.615143143492634,-0.0096796395548317
119034,120790,2800000,Toyota Land Cruiser Prado 150 Series Рестайлинг 1,2014,133000,автомат,внедорожник 5 дв.,полный,белый,3.0,173.0,Дизель,0,0.0988668450015518,0.4447170944148802,0.4635073225793268,0.2294852012422606,0.2285929504004433,-0.0096796395548317
177288,181933,1990000,Exeed LX I Рестайлинг,2022,23327,вариатор,внедорожник 5 дв.,передний,белый,1.5,147.0,Бензин,0,0.156336407051276,1.491822811640331,-0.3024091321813172,-0.3032552201087288,0.2285929504004433,-0.0096796395548317
42686,42959,200000,Ford Focus I Рестайлинг,2003,200000,механика,универсал 5 дв.,передний,серебристый,1.6,98.0,Бензин,0,-0.7079173914657306,-0.8350787821940041,0.8210988976061814,-0.8359956414597183,-0.9181726224397224,-0.0096796395548317
82067,82821,850000,Mazda 6 II (GH),2008,314000,механика,седан,передний,красный,2.0,147.0,Бензин,0,-0.2061639074162152,-0.1370083040437036,-0.001361724955584,-0.3032552201087288,-0.3770023521106554,-0.0096796395548317
163861,167637,1550000,SsangYong Tivoli I Рестайлинг,2020,44310,автомат,внедорожник 5 дв.,передний,синий,1.6,136.0,Дизель,0,-0.3630558118119624,1.2591326522568975,-1.2511442796744408,-1.6351062734862027,-0.6475874872751889,-0.0096796395548317
183977,189260,5200000,Mercedes-Benz A-Класс AMG 45 AMG S II (W177) Рестайлинг,2023,647,робот,хэтчбек 5 дв.,полный,белый,2.0,421.0,Бензин,0,6.155274537934028,1.6081678913320478,-1.5923760401438165,1.028595833268745,1.4655535682954537,-0.0096796395548317
168809,172857,3100003,Hyundai Palisade I,2021,60000,автомат,внедорожник 5 дв.,полный,белый,2.2,200.0,Дизель,0,0.1165497871706977,1.3754777319486142,-1.4022267201232868,0.3626703065800081,0.073972873163567,-0.0096796395548317
130599,132717,4300000,BMW X5 40d III (F15),2015,145000,автомат,внедорожник 5 дв.,полный,белый,3.0,313.0,Дизель,0,-0.4320634936270543,0.6774072537983137,-0.7612438218876499,-0.8359956414597183,-0.8022075645120651,-0.0096796395548317
32254,32438,90000,Lada (ВАЗ) 2104 21047,2001,90000,механика,универсал 5 дв.,задний,фиолетовый,1.5,72.0,Бензин,0,-0.6040301062219984,-1.0677689415774376,0.6423031100927541,-0.3032552201087288,-0.505852416474719,-0.0096796395548317
86202,87035,200000,Lada (ВАЗ) 2114,2009,160000,механика,хэтчбек 5 дв.,передний,зелёный,1.6,81.0,Бензин,0,-0.5377190730877012,-0.1370083040437036,0.6423031100927541,-1.102365852135213,-0.6089324679659698,-0.0096796395548317
44262,44542,750000,Hyundai Santa Fe I,2003,100000,автомат,внедорожник 5 дв.,полный,серебристый,2.7,179.0,Бензин,0,-0.1619565519933504,-0.8350787821940041,0.8657978444845382,1.028595833268745,0.7568782142931039,-0.0096796395548317
87586,88424,250000,Lada (ВАЗ) Priora I,2009,200000,механика,хэтчбек 5 дв.,передний,серебристый,1.6,98.0,Бензин,0,0.4945226760361917,-0.0206632243519868,0.9104967913628952,3.292742624010451,1.491323581168266,-0.0096796395548317
163445,167193,729900,Datsun on-DO I Рестайлинг,2020,63000,механика,седан,передний,чёрный,1.6,106.0,Бензин,0,0.7018551729694276,1.2591326522568975,-1.109895607538833,0.3626703065800081,1.697483684150768,-0.0096796395548317
17165,17251,930000,Toyota Harrier I (XU10),1998,312000,автомат,внедорожник 5 дв.,полный,коричневый,3.0,220.0,Бензин,0,-0.6482374616448632,-1.416804180652588,2.4302609852270267,-0.8359956414597183,-0.9181726224397224,-0.0096796395548317
59843,60263,305000,Chevrolet Viva,2005,326000,механика,седан,передний,зелёный,1.8,125.0,Бензин,0,0.9432273335782694,-0.4860435431188539,-0.2516758274743822,2.360446886646219,0.8599582657843547,-0.0096796395548317
9912,9955,1329000,Toyota Land Cruiser 80 Series Рестайлинг,1995,450000,автомат,внедорожник 5 дв.,полный,синий,4.5,205.0,Бензин,0,-0.4714080399534039,-1.6494943400360214,1.0892925788763224,0.3626703065800081,0.3574430147645068,-0.0096796395548317
34188,34379,155000,Lada (ВАЗ) 21099,2001,179000,механика,седан,передний,серебристый,1.5,70.0,Бензин,0,-0.5377190730877012,-0.9514238618857208,2.877250454010595,0.6290405172555031,-0.1193022233825283,-0.0096796395548317
176385,180925,9307000,BMW M3 VI (G80),2022,38000,механика,седан,задний,серый,3.0,480.0,Бензин,0,4.209711920288629,1.491822811640331,-1.3542736899121854,1.028595833268745,2.689629179754057,-0.0096796395548317
129055,131164,3750000,Audi Q7 II (4M),2015,192000,автомат,внедорожник 5 дв.,полный,чёрный,3.0,249.0,Дизель,0,1.869371429687287,0.6774072537983137,-0.6539663493795935,1.028595833268745,0.9372683044027929,-0.0096796395548317
22591,22714,550000,Mitsubishi Legnum,1999,400000,автомат,универсал 5 дв.,передний,чёрный,1.8,140.0,Бензин,0,-0.785280263455744,-1.3004591009608713,0.1953136413091859,-0.9691807467974658,-1.2145277704770685,-0.0096796395548317
37111,37335,70000,Lada (ВАЗ) 2112,2002,150000,механика,хэтчбек 5 дв.,передний,серебристый,1.5,92.0,Бензин,0,-0.6040301062219984,-0.9514238618857208,0.9551957382412518,-0.8359956414597183,-0.9954826610581604,-0.0096796395548317
19454,19547,725000,Toyota Chaser VI (X100),1998,263890,автомат,седан,задний,чёрный,2.0,140.0,Бензин,0,-0.5156153953762688,-1.3004591009608713,0.8497062236083298,1.028595833268745,0.3703280212009132,-0.0096796395548317
102462,103631,960000,Subaru Forester III Рестайлинг,2011,498000,механика,внедорожник 5 дв.,полный,серебристый,2.0,150.0,Бензин,0,-0.2415297917545071,0.2120269350314466,0.2048792159411543,-0.3032552201087288,0.0610878667271606,-0.0096796395548317
79584,80324,1100000,Suzuki Grand Vitara II Рестайлинг,2008,227000,автомат,внедорожник 5 дв.,полный,фиолетовый,3.2,233.0,Бензин,0,-0.0779625766899073,-0.2533533837354204,-0.2856470271019334,0.2294852012422606,-0.0806472040733092,-0.0096796395548317
71782,72373,835000,"Toyota Corolla Fielder X (E140, E150)",2007,184000,вариатор,универсал 5 дв.,передний,серый,1.5,110.0,Бензин,0,-0.7720180568288846,-0.3696984634271371,3.1186247671537215,-1.102365852135213,-1.2531827897862875,-0.0096796395548317
37728,37954,1205000,BMW 3 серии 330i IV (E46) Рестайлинг,2002,345000,автомат,седан,задний,серебристый,3.0,231.0,Бензин,0,-0.4448836266996851,-0.9514238618857208,1.0624732107493082,2.626817097321714,2.096918883679365,-0.0096796395548317
133955,136226,1000000,Mazda 3 III (BM),2016,72000,автомат,седан,передний,чёрный,2.0,155.0,Бензин,0,0.8459711516479668,0.6774072537983137,-0.5726142660609842,1.028595833268745,1.1047733880760755,-0.0096796395548317
10516,10564,80000,Volkswagen Golf III,1996,93676,механика,хэтчбек 5 дв.,передний,чёрный,1.6,75.0,Бензин,0,-0.7145484947791604,-1.6494943400360214,1.0892925788763224,-0.3032552201087288,-1.085677706113005,-0.0096796395548317
81220,81971,1250000,Nissan X-Trail II,2008,167000,вариатор,внедорожник 5 дв.,полный,чёрный,2.5,169.0,Бензин,0,-0.4095177423613932,-0.1370083040437036,0.7048816357224537,-0.5696254307842236,-0.32546232636503,-0.0096796395548317
159711,163146,1899000,Mitsubishi Outlander III Рестайлинг 3,2019,128762,вариатор,внедорожник 5 дв.,передний,синий,2.0,146.0,Бензин,0,-0.1619565519933504,1.1427875725651808,-0.8607168582707452,-0.8359956414597183,-0.8022075645120651,-0.0096796395548317
139302,141695,1150000,Lada (ВАЗ) Largus Cross I,2017,150000,механика,универсал 5 дв.,передний,белый,1.6,102.0,Бензин,0,0.8990199781554046,0.7937523334900305,-0.5556286662472086,0.6290405172555031,-0.1193022233825283,-0.0096796395548317
72552,73147,1600000,Land Rover Range Rover Sport I,2007,203000,автомат,внедорожник 5 дв.,полный,красный,3.6,272.0,Дизель,0,-0.2127950107296449,-0.3696984634271371,0.3025911138172423,0.3626703065800081,0.5893731306198212,-0.0096796395548317
44524,44805,550000,Renault Laguna II,2003,225000,автомат,лифтбек,передний,голубой,2.0,136.0,Бензин,0,-0.3338740944237751,-0.8350787821940041,1.9475123589407732,0.3626703065800081,0.254362963273256,-0.0096796395548317
162580,166247,2244700,Skoda Karoq I,2020,75987,автомат,внедорожник 5 дв.,передний,коричневый,1.4,150.0,Бензин,0,0.30796321541616,1.2591326522568975,-1.127775186290176,-0.3032552201087288,0.615143143492634,-0.0096796395548317
142050,144578,755000,Lifan Murman (820),2017,56906,механика,седан,передний,серый,1.8,128.0,Бензин,0,-0.0204930146401831,0.9100974131817472,0.0826544155969754,0.3626703065800081,0.254362963273256,-0.0096796395548317
172400,176706,3486651,Genesis GV70 I,2021,45543,автомат,внедорожник 5 дв.,полный,белый,2.5,249.0,Бензин,0,-0.0603680492316071,1.3754777319486142,-1.0562568712848048,-0.9691807467974658,-0.32546232636503,-0.0096796395548317
33524,33713,670000,Toyota Allex I,2001,308000,автомат,хэтчбек 5 дв.,передний,серый,1.5,110.0,Бензин,0,-0.5598227507991336,-1.0677689415774376,1.2207074826986914,-0.3032552201087288,-0.1193022233825283,-0.0096796395548317
139297,141690,799000,Smart Forfour II,2017,120312,робот,хэтчбек 5 дв.,задний,белый,0.9,90.0,Бензин,0,-0.2326883206699341,0.7937523334900305,-0.5615289272351517,-0.8359956414597183,-0.7506675387664397,-0.0096796395548317
3317,3336,250000,Toyota Vista III (V30),1992,10000,автомат,седан-хардтоп,передний,серый,1.8,125.0,Бензин,0,-0.6747618748985821,-2.1148746588028886,-1.503246340068373,0.3626703065800081,-1.0599076932401923,-0.0096796395548317
69163,69729,360000,Hyundai Accent ТагАЗ II,2007,274300,механика,седан,передний,бежевый,1.5,102.0,Бензин,0,-0.2415297917545071,-0.3696984634271371,0.3294104819442564,1.694521359957482,1.33670350393139,-0.0096796395548317
99579,100723,1150000,Mazda CX-7 I Рестайлинг,2011,223340,автомат,внедорожник 5 дв.,передний,чёрный,2.5,163.0,Бензин,0,-0.453725097784258,0.0956818553397299,-0.3464375948564986,-0.3032552201087288,-0.2996923134922172,-0.0096796395548317
7512,7547,320000,УАЗ 3151 31514,1994,100000,механика,внедорожник 5 дв.,полный,зелёный,2.5,90.0,Бензин,0,-0.7808595279134576,-1.882184499419455,-0.8333879221493179,-0.9691807467974658,-1.2531827897862875,-0.0096796395548317
158883,162287,3700000,Toyota Camry VIII (XV70),2019,28000,автомат,седан,передний,чёрный,3.5,249.0,Бензин,0,0.3786994048282859,1.1427875725651808,-1.0372598188615032,-0.0368850094332338,0.3832130276373195,-0.0096796395548317
59974,60394,329000,Chevrolet Viva,2005,294500,механика,седан,передний,зелёный,1.8,125.0,Бензин,0,-0.4935117176648363,-0.4860435431188539,0.2757717456902282,-0.3032552201087288,-0.4156573714198744,-0.0096796395548317
27894,28041,600000,Nissan Liberty,2000,222000,вариатор,компактвэн,передний,синий,2.0,140.0,Бензин,0,-0.746377790683623,-1.1841140212691543,-0.3510147670168424,-0.8359956414597183,-1.2531827897862875,-0.0096796395548317
58724,59141,255000,Renault Symbol I Рестайлинг,2005,201500,автомат,седан,передний,серый,1.4,98.0,Бензин,0,-0.4714080399534039,-0.6023886228105706,1.625679941416604,-0.3032552201087288,-0.4156573714198744,-0.0096796395548317
191826,198289,899000,Lada (ВАЗ) Granta I Рестайлинг,2024,25498,механика,седан,передний,серый,1.6,90.0,Бензин,0,,,,,,
17791,17877,350000,Toyota Avensis I,1998,450380,механика,седан,передний,чёрный,1.8,110.0,Бензин,0,-0.4714080399534039,-1.416804180652588,1.3574862601464632,0.3626703065800081,-0.6089324679659698,-0.0096796395548317
44020,44300,930000,BMW 5 серии 530i V (E60/E61),2003,400000,автомат,седан,задний,серый,3.0,231.0,Бензин,0,-0.6259127471563164,-0.8350787821940041,1.0130898142380995,0.2294852012422606,-0.0291071783276838,-0.0096796395548317
25597,25742,450000,Audi A6 II (C5),2000,200000,автомат,седан,полный,чёрный,2.7,250.0,Бензин,0,-0.5023531887494094,-1.1841140212691543,0.6423031100927541,0.7622256225932501,1.2851634781857644,-0.0096796395548317
725,729,200000,Nissan Sunny N14,1990,270000,механика,хэтчбек 3 дв.,передний,серебристый,1.4,75.0,Бензин,0,-0.6703411393562956,-2.347564818186322,0.9373161594899092,-0.3032552201087288,-1.047022686803786,-0.0096796395548317
26120,26265,499999,Volkswagen Golf IV,2000,233500,автомат,хэтчбек 3 дв.,передний,серебристый,1.6,101.0,Бензин,0,-0.6813929782120117,-1.1841140212691543,0.9283763701142378,-0.4364403254464763,-0.724897525893627,-0.0096796395548317
167347,171348,1350000,Kia K3 II Рестайлинг,2021,28435,вариатор,седан,передний,белый,1.6,123.0,Бензин,0,2.548838482536719,1.2591326522568975,-1.109895607538833,1.028595833268745,2.5092390896443684,-0.0096796395548317
72176,72770,1700000,BMW X5 48i II (E70),2007,258000,автомат,внедорожник 5 дв.,полный,серый,4.8,355.0,Бензин,0,-0.360889651396242,-0.3696984634271371,0.9998946851196088,0.3626703065800081,0.0224328474179416,-0.0096796395548317
35562,35781,700000,Subaru Forester II,2002,311120,автомат,внедорожник 5 дв.,полный,белый,2.0,140.0,Бензин,0,-0.6018197384508551,-0.9514238618857208,0.3741094288226132,0.2294852012422606,-0.2996923134922172,-0.0096796395548317
137211,139567,772000,Lada (ВАЗ) Vesta I,2016,99000,робот,седан,передний,красный,1.6,106.0,Бензин,0,1.1863677884040258,0.7937523334900305,-1.0383772925334622,1.028595833268745,0.9888083301484184,-0.0096796395548317
57081,57497,370000,Peugeot 307 I Рестайлинг,2005,174440,автомат,хэтчбек 5 дв.,передний,синий,1.6,109.0,Бензин,0,-0.7432832758040224,-0.6023886228105706,-0.2069768805960254,-0.8359956414597183,-1.0599076932401923,-0.0096796395548317
110995,112450,979000,Skoda Octavia II (A5) Рестайлинг,2013,147964,автомат,лифтбек,передний,белый,1.6,102.0,Бензин,0,-0.2724749405505124,0.3283720147231634,-0.296374774352739,-0.5696254307842236,-0.8150925709484715,-0.0096796395548317
91038,91985,1180000,Nissan Qashqai+2 I Рестайлинг,2010,199000,механика,внедорожник 5 дв.,передний,чёрный,1.6,117.0,Бензин,0,-0.581926428510566,-0.0206632243519868,0.2847115350658996,-0.8359956414597183,-0.8537475902576905,-0.0096796395548317
150835,153753,1285000,Kia Rio IV,2018,81002,автомат,седан,передний,белый,1.6,123.0,Бензин,0,2.0484112191498896,1.026442492873464,-0.1265187762149831,1.028595833268745,0.9888083301484184,-0.0096796395548317
52468,52825,1260000,BMW 5 серии 525i V (E60/E61),2004,430000,автомат,седан,задний,серый,2.5,192.0,Бензин,0,-0.4935117176648363,-0.6023886228105706,0.7763999507278246,0.2294852012422606,-0.2610372941829982,-0.0096796395548317
85363,86190,2890000,Toyota HiAce H200,2009,352000,автомат,минивэн,полный,синий,2.7,151.0,Бензин,0,-0.2724749405505124,-0.1370083040437036,1.6521864169154696,0.2294852012422606,-0.0677621976369028,-0.0096796395548317
125391,127360,3725000,BMW X6 30d II (F16),2015,178946,автомат,внедорожник 5 дв.,полный,серый,3.0,249.0,Дизель,0,-0.3277341348290934,0.561062174106597,0.0433372219227727,-0.8359956414597183,-0.544507435783938,-0.0096796395548317
182836,188009,2499000,Geely Atlas Pro,2023,10000,робот,внедорожник 5 дв.,полный,чёрный,1.5,177.0,Бензин,0,5.319755520441884,1.6081678913320478,-1.4621233089402847,1.028595833268745,2.1613439158613965,-0.0096796395548317
80492,81240,2500000,Toyota Land Cruiser 200 Series,2008,450000,автомат,внедорожник 5 дв.,полный,чёрный,4.5,235.0,Дизель,0,-0.427244891885962,-0.1370083040437036,-0.0728800399609549,0.2294852012422606,-0.4671973971654999,-0.0096796395548317
184975,190307,6600000,Mercedes-Benz GLC 220 d II (X254),2023,42000,автомат,внедорожник 5 дв.,полный,чёрный,2.0,197.0,Дизель,0,1.1978617008139705,1.6081678913320478,-1.59255483593133,-0.0368850094332338,0.2801329761460687,-0.0096796395548317
82969,83774,1150000,Kia Sportage II Рестайлинг,2009,152525,механика,внедорожник 5 дв.,полный,синий,2.0,141.0,Бензин,0,-0.0072308080133236,-0.1370083040437036,0.6154837419657401,0.6290405172555031,0.2285929504004433,-0.0096796395548317
107704,109085,2149000,Mitsubishi Pajero IV Рестайлинг 1,2012,106609,автомат,внедорожник 5 дв.,полный,чёрный,3.0,178.0,Бензин,0,-0.6301124459214886,0.3283720147231634,0.2546559631848925,-1.368736062810708,-1.2918378090955067,-0.0096796395548317
152047,154998,6500000,BMW X6 30d II (F16),2018,31000,автомат,внедорожник 5 дв.,полный,чёрный,3.0,249.0,Дизель,0,2.136825929995619,1.026442492873464,-1.026576770557576,1.028595833268745,0.9888083301484184,-0.0096796395548317
193462,200129,5800000,Land Rover Range Rover Evoque P250 MHEV Long II Рестайлинг,2024,7033,автомат,внедорожник 5 дв.,полный,белый,2.0,249.0,Бензин,0,,,,,,
132171,134329,1399000,Nissan X-Trail III,2016,220000,вариатор,внедорожник 5 дв.,полный,серый,2.5,171.0,Бензин,0,3.6840833697958866,0.6774072537983137,-1.175156069981234,1.028595833268745,0.9372683044027929,-0.0096796395548317
58468,58884,1390000,Land Rover Range Rover Supercharged III Рестайлинг,2005,298000,автомат,внедорожник 5 дв.,полный,серебристый,4.2,396.0,Бензин,0,-0.5288776020031283,-0.6023886228105706,2.4116036448000004,-0.9691807467974658,-0.8022075645120651,-0.0096796395548317
41158,41424,800000,Jeep Grand Cherokee II (WJ),2003,250000,автомат,внедорожник 5 дв.,полный,голубой,4.7,258.0,Бензин,0,-0.5377190730877012,-0.8350787821940041,0.4467988562361971,1.028595833268745,0.3960980340737259,-0.0096796395548317
190719,196876,4311990,Volvo XC40 I Рестайлинг,2024,25600,робот,внедорожник 5 дв.,передний,белый,2.0,197.0,Бензин,0,,,,,,
27547,27694,500000,Mercedes-Benz C-Класс 200 II (W203),2000,348000,автомат,седан,задний,серебристый,2.0,163.0,Бензин,0,-0.6614996682717226,-1.1841140212691543,1.9564521483164443,-0.8359956414597183,-0.9310576288761286,-0.0096796395548317
81896,82649,849000,Honda Civic VIII,2008,183000,автомат,седан,передний,чёрный,1.8,140.0,Бензин,0,-0.5996093706797119,-0.1370083040437036,-0.4387230405815541,0.2294852012422606,-0.3770023521106554,-0.0096796395548317
27982,28129,290000,Toyota Platz,2000,299000,автомат,седан,полный,белый,1.3,88.0,Бензин,0,-0.7720180568288846,-1.1841140212691543,-0.7254846643849645,-0.9691807467974658,-1.2531827897862875,-0.0096796395548317
93132,94099,2000000,Volkswagen Touareg II,2010,305000,автомат,внедорожник 5 дв.,полный,белый,3.6,249.0,Бензин,0,-0.573084957425993,-0.0206632243519868,0.1327351156794864,-0.8359956414597183,-0.9310576288761286,-0.0096796395548317
157588,160937,1200000,УАЗ Patriot I Рестайлинг 3,2019,110000,механика,внедорожник 5 дв.,полный,зелёный,2.7,150.0,Бензин,0,-0.1531053552905844,1.1427875725651808,-1.2171730800468894,-0.9691807467974658,-0.0291071783276838,-0.0096796395548317
31397,31576,1000000,Toyota Estima II,2001,300000,автомат,минивэн,передний,серебристый,2.4,160.0,Бензин,0,-0.8007528378537467,-1.0677689415774376,2.354925380158244,-0.9691807467974658,-1.2789528026591004,-0.0096796395548317
142038,144566,2400000,Genesis G90 I,2017,163900,автомат,седан,полный,чёрный,3.8,309.0,Бензин,0,0.5656965182670041,0.9100974131817472,-0.1215035543752315,0.7622256225932501,0.0610878667271606,-0.0096796395548317
116467,118105,1095000,Mitsubishi ASX I Рестайлинг,2013,127000,вариатор,внедорожник 5 дв.,передний,серый,1.8,140.0,Бензин,0,-0.5686642218837066,0.4447170944148802,0.2266029041240357,-0.5696254307842236,-0.5702774486567508,-0.0096796395548317
79282,80020,1299000,Honda CR-V III,2008,245000,автомат,внедорожник 5 дв.,полный,серый,2.4,166.0,Бензин,0,-0.5951886351374254,-0.2533533837354204,0.3115309031929137,-0.9691807467974658,-0.8666325966940969,-0.0096796395548317
72778,73373,520000,УАЗ Hunter 315195,2007,100000,механика,внедорожник 5 дв.,полный,зелёный,2.7,128.0,Бензин,0,-0.4095177423613932,-0.3696984634271371,0.123795326303815,-0.3032552201087288,-0.4027723649834681,-0.0096796395548317
78804,79538,1100000,Infiniti EX35 I (J50),2008,363000,автомат,внедорожник 5 дв.,полный,чёрный,3.5,302.0,Бензин,0,-0.25037126283908,-0.2533533837354204,0.1863738519335146,1.028595833268745,1.2851634781857644,-0.0096796395548317
18245,18333,280000,Doninvest Kondor,1998,30000,механика,седан,передний,белый,2.0,117.0,Бензин,0,-0.692444817067728,-1.416804180652588,1.983271516443459,-0.3032552201087288,-0.4156573714198744,-0.0096796395548317
85511,86341,3250000,Toyota Land Cruiser 200 Series,2009,260000,автомат,внедорожник 5 дв.,полный,чёрный,4.5,235.0,Дизель,0,-0.3387859736848096,-0.1370083040437036,0.1684942731821718,-0.3032552201087288,-0.0291071783276838,-0.0096796395548317
37057,37281,690000,Honda Odyssey II Рестайлинг,2002,140000,автомат,компактвэн,передний,белый,2.3,150.0,Бензин,0,-0.619502680620001,-0.9514238618857208,0.9145733353182012,-1.2355509574729604,-1.1114477189858176,-0.0096796395548317
110193,111598,1650000,Nissan Murano II (Z51) Рестайлинг,2012,181000,вариатор,внедорожник 5 дв.,полный,серый,3.5,249.0,Бензин,0,0.1032875805438383,0.3283720147231634,1.1161119470033365,1.028595833268745,0.4991780855649768,-0.0096796395548317
106760,108122,1285000,Jeep Compass I Рестайлинг,2012,142000,вариатор,внедорожник 5 дв.,полный,серый,2.4,170.0,Бензин,0,-0.5598227507991336,0.2120269350314466,0.1953136413091859,-0.8359956414597183,-0.8666325966940969,-0.0096796395548317
6980,7015,150000,ГАЗ 31029 «Волга»,1994,16262,механика,седан,задний,серый,2.5,100.0,Бензин,0,-0.7454936435751657,-1.882184499419455,1.0892925788763224,-0.8359956414597183,-0.905287616003316,-0.0096796395548317
165028,168887,599000,Lada (ВАЗ) Granta I Рестайлинг,2020,91760,механика,лифтбек,передний,белый,1.6,87.0,Бензин,0,4.568230478253183,1.2591326522568975,-1.0411218078717934,1.028595833268745,0.9888083301484184,-0.0096796395548317
28015,28162,370000,Nissan Vanette IV,2000,350000,механика,минивэн,задний,белый,1.8,95.0,Бензин,0,-0.6977496997184718,-1.1841140212691543,0.1059157475524723,2.760002202659461,1.375358523240609,-0.0096796395548317
176374,180911,16000222,Mercedes-Benz Maybach GLS 480 I,2022,9000,автомат,внедорожник 5 дв.,полный,золотистый,3.0,367.0,Бензин,0,0.1028455069896096,1.491822811640331,-1.5924564982481977,-0.9691807467974658,-0.32546232636503,-0.0096796395548317
61821,62294,1250000,Toyota Camry VI (XV40),2006,70000,механика,седан,передний,бежевый,2.4,167.0,Бензин,0,-0.7145484947791604,-0.4860435431188539,-0.8774610837713777,-0.9691807467974658,-1.304722815531913,-0.0096796395548317
191526,197939,8730000,Audi Q8 50 TDI I (4M) Рестайлинг,2024,9000,автомат,внедорожник 5 дв.,полный,белый,3.0,286.0,Дизель,0,,,,,,
