price,title,year,mileage,engine,transmission,body_type,drive_type,color
15 000 000 ₽,BMW M8 Competition I (F91/F92/F93) Рестайлинг,2022,20903км,4.4 л / 625 л.с. / Бензин,автомат,купе,полный,серый
500 000 ₽,Chevrolet Alero,1999,195000км,3.4 л / 177 л.с. / Бензин,автомат,седан,передний,зелёный
6 140 000 ₽,"Mercedes-Benz S-Класс 560 Long VI (W222, C217) Рестайлинг",2017,115954км,4.0 л / 469 л.с. / Бензин,автомат,седан,полный,синий
7 400 001 ₽,BMW 8 серии Gran Coupe 840i xDrive II (G14/G15/G16),2022,32000км,3.0 л / 340 л.с. / Бензин,автомат,седан,полный,красный
830 000 ₽,Lada (ВАЗ) Priora I Рестайлинг,2017,105000км,1.6 л / 106 л.с. / Бензин,механика,седан,передний,чёрный
1 050 000 ₽,BMW X3 25i I (E83) Рестайлинг,2008,180000км,2.5 л / 218 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
777 778 ₽,Nissan Elgrand Caravan Elgrand I (E50),1998,350000км,3.3 л / 170 л.с. / Бензин,автомат,минивэн,полный,серый
2 590 000 ₽,Toyota Vellfire I,2012,280000км,2.4 л / 150 л.с. / Гибрид,вариатор,минивэн,полный,белый
4 200 000 ₽,Land Rover Range Rover Velar I,2020,141600км,3.0 л / 300 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серебристый
1 700 000 ₽,Toyota Land Cruiser 100 Series,2001,483000км,4.7 л / 235 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 747 000 ₽,Haval F7x I,2021,80000км,1.5 л / 150 л.с. / Бензин,робот,внедорожник 5 дв.,полный,серый
629 000 ₽,Ford Focus III,2012,177256км,1.6 л / 105 л.с. / Бензин,механика,седан,передний,белый
650 000 ₽,Kia Ceed I Рестайлинг,2010,250000км,1.6 л / 125 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый
199 999 ₽,Nissan Cefiro II (A32),1995,100000км,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,белый
7 520 000 ₽,GMC Acadia III,2024,5км,2.5 л / 328 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный
1 790 000 ₽,Land Rover Freelander II Рестайлинг,2011,134300км,2.2 л / 150 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
495 000 ₽,Hyundai Santa Fe I,2002,312724км,2.7 л / 173 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
540 000 ₽,Volkswagen Transporter T3,1990,200000км,1.9 л / 60 л.с. / Бензин,механика,фургон,задний,голубой
3 800 000 ₽,Kia Sorento IV,2020,40000км,2.2 л / 199 л.с. / Дизель,робот,внедорожник 5 дв.,полный,чёрный
3 680 000 ₽,Toyota RAV4 V (XA50),2020,46900км,2.5 л / 222 л.с. / Гибрид,автомат,внедорожник 5 дв.,полный,белый
5 450 000 ₽,Lexus NX 350h II,2023,7700км,2.5 л / 244 л.с. / Гибрид,автомат,внедорожник 5 дв.,полный,серый
150 000 ₽,Lada (ВАЗ) 2106,2005,48000км,1.5 л / 72 л.с. / Бензин,механика,седан,задний,синий
789 000 ₽,Opel Astra J Рестайлинг,2014,155680км,1.6 л / 115 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый
,Mercedes-Benz Maybach S-Класс 500 I (X222),2015,21100км,4.7 л / 455 л.с. / Бензин,автомат,седан,полный,чёрный
1 200 000 ₽,Opel Antara I Рестайлинг,2014,117500км,2.4 л / 167 л.с. / Бензин,механика,внедорожник 5 дв.,полный,белый
3 951 568 ₽,Hyundai Palisade I Рестайлинг,2022,16145км,3.8 л / 291 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
200 000 ₽,Lada (ВАЗ) 21099,2000,184000км,1.5 л / 78 л.с. / Бензин,механика,седан,передний,синий
2 400 000 ₽,BMW X6 M I (E71),2009,263500км,4.4 л / 555 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
8 990 000 ₽,Denza Z9,2024,108км,966 л.с. / 710 кВт / Электро,Заряд на 630 км,седан,полный,зелёный
2 070 000 ₽,Kia Sorento II Рестайлинг,2018,109365км,2.4 л / 175 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
900 000 ₽,Toyota Camry V (XV30),2003,286000км,2.4 л / 152 л.с. / Бензин,автомат,седан,передний,золотистый
5 770 000 ₽,Kia Mohave I Рестайлинг 2,2024,800км,3.0 л / 249 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
4 671 000 ₽,Mitsubishi Eclipse Cross I Рестайлинг,2025,47км,1.5 л / 150 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,белый
391 525 ₽,Audi 100 IV (C4),1993,323000км,2.8 л / 174 л.с. / Бензин,механика,седан,полный,серебристый
870 000 ₽,Mazda 6 II (GH) Рестайлинг,2011,186295км,1.8 л / 120 л.с. / Бензин,механика,седан,передний,синий
6 000 000 ₽,BMW X6 M II (F86),2016,57500км,4.4 л / 575 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
599 000 ₽,Skoda Yeti I,2010,180000км,1.2 л / 105 л.с. / Бензин,механика,внедорожник 5 дв.,передний,коричневый
200 000 ₽,Honda Civic VII,2000,300000км,1.5 л / 105 л.с. / Бензин,вариатор,хэтчбек 5 дв.,передний,белый
1 180 000 ₽,FAW Besturn X80 I Рестайлинг,2019,35000км,2.0 л / 142 л.с. / Бензин,механика,внедорожник 5 дв.,передний,коричневый
2 870 000 ₽,BAIC BJ40 I Рестайлинг,2022,15000км,2.0 л / 225 л.с. / Бензин,автомат,внедорожник 3 дв.,полный,чёрный
1 346 000 ₽,Nissan X-Trail III,2015,214096км,2.0 л / 144 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,синий
16 755 000 ₽,Toyota Hilux VIII Рестайлинг,2024,10км,2.8 л / 204 л.с. / Дизель,автомат,пикап двойная кабина,полный,серый
3 300 000 ₽,Kia Carnival III,2021,41000км,3.3 л / 280 л.с. / Бензин,автомат,минивэн,передний,белый
255 000 ₽,Mercedes-Benz C-Класс 180 I (W202),1995,279760км,1.8 л / 122 л.с. / Бензин,механика,седан,задний,синий
92 000 ₽,Lada (ВАЗ) 2106,1996,140000км,1.5 л / 72 л.с. / Бензин,механика,седан,задний,синий
5 700 000 ₽,Mercedes-Benz E-Класс AMG 53 AMG V (W213) Рестайлинг,2022,27000км,3.0 л / 435 л.с. / Бензин,автомат,купе,полный,чёрный
3 600 000 ₽,Mazda 6 Atenza III (GJ) Рестайлинг 2,2023,11000км,2.5 л / 192 л.с. / Бензин,автомат,седан,передний,пурпурный
600 000 ₽,"Toyota Corolla IX (E120, E130) Рестайлинг",2006,174000км,1.6 л / 110 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серебристый
3 000 000 ₽,"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",2017,175000км,3.0 л / 333 л.с. / Бензин,автомат,седан,полный,чёрный
3 500 000 ₽,Toyota Tundra Double Cab II Рестайлинг,2013,250000км,5.7 л / 381 л.с. / Бензин,автомат,пикап двойная кабина,полный,белый
550 000 ₽,УАЗ Patriot Sport 3164 I,2010,203000км,2.7 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,чёрный
,Audi A8 55 TFSI IV (D5),2018,71300км,3.0 л / 340 л.с. / Бензин,автомат,седан,полный,синий
715 000 ₽,SsangYong Rexton II,2008,229324км,2.7 л / 163 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
820 000 ₽,BMW 5 серии 520i IV (E39),1998,313000км,2.0 л / 150 л.с. / Бензин,механика,седан,задний,чёрный
5 399 000 ₽,Mercedes-Benz V-Класс Long 220 d длинный III (W447) Рестайлинг,2020,152000км,2.1 л / 163 л.с. / Дизель,автомат,минивэн,полный,чёрный
1 470 000 ₽,Chevrolet TrailBlazer III,2021,21500км,1.3 л / 157 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,белый
650 000 ₽,Nissan Teana II,2008,350000км,2.5 л / 182 л.с. / Бензин,вариатор,седан,передний,серый
3 200 000 ₽,Toyota Land Cruiser 100 Series Рестайлинг 2,2006,268000км,4.7 л / 235 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
2 500 000 ₽,Nissan Safari V (Y61),2000,188000км,4.5 л / 200 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
134 999 ₽,Lada (ВАЗ) 2105,1996,67000км,1.5 л / 75 л.с. / Бензин,механика,седан,задний,пурпурный
975 000 ₽,Land Rover Freelander II,2008,184000км,2.2 л / 160 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,красный
7 750 000 ₽,BMW X2 M35i II (U10),2024,10км,2.0 л / 300 л.с. / Бензин,робот,внедорожник 5 дв.,полный,серый
5 150 000 ₽,Cadillac Escalade ESV IV,2016,160000км,6.2 л / 426 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
420 000 ₽,Volkswagen Golf Plus I,2008,226133км,1.6 л / 102 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый
5 100 000 ₽,Genesis GV70 I,2021,38000км,2.2 л / 202 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
155 000 ₽,Lada (ВАЗ) Priora I,2008,300000км,1.6 л / 98 л.с. / Бензин,механика,седан,передний,пурпурный
265 000 ₽,Hyundai Elantra III (XD2) Рестайлинг,2005,100000км,1.6 л / 105 л.с. / Бензин,механика,седан,передний,бежевый
1 600 000 ₽,Volkswagen Amarok Double Cab I,2010,138000км,2.0 л / 163 л.с. / Дизель,механика,пикап двойная кабина,полный,чёрный
6 800 000 ₽,Land Rover Range Rover Long IV Рестайлинг,2019,141164км,4.4 л / 339 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
365 000 ₽,Mitsubishi Lancer IX Рестайлинг,2006,235460км,1.6 л / 98 л.с. / Бензин,механика,универсал 5 дв.,передний,серебристый
3 500 100 ₽,Honda UR-V I Рестайлинг,2021,25000км,2.0 л / 272 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
3 476 000 ₽,Audi A6 40 TDI V (C8),2021,54000км,2.0 л / 204 л.с. / Дизель,робот,седан,полный,белый
7 941 000 ₽,Hyundai Palisade II,2025,59км,2.5 л / 281 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 250 000 ₽,Toyota RAV4 III (XA30),2007,283000км,2.0 л / 152 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
330 000 ₽,Audi 100 IV (C4),1993,330632км,2.0 л / 101 л.с. / Бензин,механика,седан,передний,синий
815 000 ₽,Nissan Almera III (G15),2015,143000км,1.6 л / 102 л.с. / Бензин,автомат,седан,передний,красный
2 950 000 ₽,Land Rover Range Rover Evoque 9-speed I,2015,150000км,2.2 л / 150 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
919 000 ₽,Kia Rio 5-speed III,2014,122794км,1.6 л / 123 л.с. / Бензин,механика,седан,передний,бежевый
3 777 777 ₽,Hyundai Palisade I,2019,110000км,2.2 л / 200 л.с. / Дизель,автомат,внедорожник 5 дв.,передний,чёрный
1 349 900 ₽,Ford Focus III Рестайлинг,2017,96000км,1.6 л / 125 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,бежевый
4 400 000 ₽,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,2018,163000км,2.8 л / 177 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
1 000 000 ₽,Land Rover Discovery II,2002,240000км,2.5 л / 138 л.с. / Дизель,механика,внедорожник 5 дв.,полный,серебристый
4 600 000 ₽,Ford Mustang VI,2017,43000км,2.3 л / 317 л.с. / Бензин,механика,купе,задний,белый
650 000 ₽,Ford Escape I,2004,138000км,3.0 л / 203 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
60 000 ₽,ЗАЗ 1103 «Славута»,2004,100000км,1.2 л / 58 л.с. / Бензин,механика,лифтбек,передний,зелёный
1 149 000 ₽,Citroen C-Crosser,2008,259000км,2.4 л / 170 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,синий
750 000 ₽,Mitsubishi Montero Sport I,2001,250000км,3.0 л / 177 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,пурпурный
5 777 777 ₽,"Mercedes-Benz S-Класс 450 VI (W222, C217) Рестайлинг",2018,129000км,3.0 л / 367 л.с. / Бензин,автомат,седан,полный,чёрный
3 100 000 ₽,Volkswagen Touareg II Рестайлинг,2015,195000км,3.6 л / 249 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
,Mercedes-Benz G-Класс AMG 63 AMG II (W463),2022,24600км,4.0 л / 585 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
2 987 000 ₽,Hyundai Grandeur VI Рестайлинг,2021,47000км,2.5 л / 198 л.с. / Бензин,автомат,седан,передний,чёрный
4 350 000 ₽,Toyota Alphard III Рестайлинг,2018,100000км,2.5 л / 152 л.с. / Гибрид,вариатор,минивэн,полный,белый
720 000 ₽,Toyota Premio I (T24),2002,339000км,1.8 л / 132 л.с. / Бензин,автомат,седан,полный,серебристый
1 400 000 ₽,Kia Optima IV,2017,215000км,2.0 л / 150 л.с. / Бензин,автомат,седан,передний,белый
1 300 000 ₽,Lexus GS 300 III,2006,305000км,3.0 л / 249 л.с. / Бензин,автомат,седан,задний,чёрный
2 350 000 ₽,Subaru Outback V,2017,134000км,2.5 л / 175 л.с. / Бензин,вариатор,универсал 5 дв.,полный,чёрный
798 000 ₽,Hyundai Solaris I,2013,158244км,1.6 л / 123 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,синий
6 409 910 ₽,BMW 8 серии 840d xDrive II (G14/G15/G16),2019,53000км,3.0 л / 320 л.с. / Дизель,автомат,купе,полный,чёрный
1 200 000 ₽,BMW 3 серии 325i V (E90/E91/E92/E93),2007,280000км,2.5 л / 218 л.с. / Бензин,автомат,купе,задний,серый
1 500 000 ₽,Opel Antara I Рестайлинг,2015,122500км,2.4 л / 167 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
11 300 000 ₽,Ford Ranger Raptor T6.2,2023,49км,3.0 л / 292 л.с. / Бензин,автомат,пикап двойная кабина,полный,белый
1 500 000 ₽,Nissan X-Trail II Рестайлинг,2010,172000км,2.0 л / 137 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серый
360 000 ₽,Lada (ВАЗ) 2121 (4x4) I,1991,10000км,1.6 л / 80 л.с. / Бензин,механика,внедорожник 3 дв.,полный,пурпурный
920 000 ₽,BMW X5 3.0i I (E53),2003,394800км,3.0 л / 231 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный
370 000 ₽,Mitsubishi Lancer IX,2004,225000км,1.6 л / 98 л.с. / Бензин,автомат,седан,передний,серебристый
,Mercedes-Benz GLS 450 II (X167),2022,10км,3.0 л / 367 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
2 050 000 ₽,Audi A6 IV (C7) Рестайлинг,2016,134055км,1.8 л / 190 л.с. / Бензин,робот,седан,передний,чёрный
1 270 000 ₽,Hyundai ix35 I Рестайлинг,2014,166743км,2.0 л / 136 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
350 000 ₽,Skoda Fabia II,2009,352000км,1.4 л / 69 л.с. / Дизель,механика,универсал 5 дв.,передний,синий
1 125 000 ₽,Kia Rio III Рестайлинг,2015,75000км,1.4 л / 107 л.с. / Бензин,автомат,седан,передний,коричневый
800 000 ₽,Nissan Teana I Рестайлинг,2006,198000км,2.4 л / 173 л.с. / Бензин,автомат,седан,передний,чёрный
,Land Rover Range Rover Evoque II,2019,91000км,2.0 л / 150 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
11 300 000 ₽,Toyota Land Cruiser 300 Series,2023,20886км,3.5 л / 415 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
840 000 ₽,Mitsubishi Lancer X,2008,167961км,1.5 л / 109 л.с. / Бензин,автомат,седан,передний,чёрный
980 000 ₽,Hyundai Tucson I,2005,111111км,2.7 л / 173 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 590 000 ₽,Toyota Prius Alpha I (ZVW40/41),2011,103000км,1.8 л / 99 л.с. / Гибрид,автомат,универсал 5 дв.,передний,красный
4 200 000 ₽,Geely Monjaro I,2023,50км,2.0 л / 238 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный
5 610 000 ₽,Lexus ES 300h VII Рестайлинг,2023,1950км,2.5 л / 218 л.с. / Гибрид,вариатор,седан,передний,чёрный
400 000 ₽,Peugeot 206,2001,199776км,1.4 л / 75 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серый
9 500 000 ₽,BMW X7 M50i I (G07),2020,91500км,4.4 л / 530 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
3 090 000 ₽,Renault Megane RS Trophy IV,2021,17129км,1.8 л / 300 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серый
140 000 ₽,Lada (ВАЗ) 21099,1997,100000км,1.5 л / 70 л.с. / Бензин,механика,седан,передний,коричневый
450 000 ₽,Mercedes-Benz W124 260,1991,407348км,2.6 л / 160 л.с. / Бензин,механика,седан,задний,бежевый
,Hyundai Santa Fe I,2003,256000км,2.4 л / 146 л.с. / Бензин,механика,внедорожник 5 дв.,передний,серый
510 000 ₽,Mitsubishi Airtrek I,2001,257000км,2.4 л / 139 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 750 000 ₽,Opel Vivaro A Рестайлинг,2006,260000км,2.0 л / 115 л.с. / Дизель,механика,фургон,передний,белый
85 000 ₽,Daewoo Nexia I,2005,264000км,1.5 л / 75 л.с. / Бензин,механика,седан,передний,фиолетовый
1 350 000 ₽,Honda Freed I Рестайлинг 2,2016,155000км,1.5 л / 118 л.с. / Бензин,вариатор,компактвэн,передний,чёрный
,Mercedes-Benz G-Класс AMG 63 AMG II (W463),2021,29700км,4.0 л / 585 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
2 200 000 ₽,BMW X5 35d II (E70) Рестайлинг,2010,244000км,3.0 л / 269 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
2 800 000 ₽,Porsche Macan S I,2015,130000км,3.0 л / 340 л.с. / Бензин,робот,внедорожник 5 дв.,полный,коричневый
1 440 000 ₽,Ford Mondeo V,2016,104900км,2.0 л / 199 л.с. / Бензин,автомат,седан,передний,бежевый
220 000 ₽,Skoda Octavia I (A4),1997,523000км,1.8 л / 125 л.с. / Бензин,механика,лифтбек,передний,зелёный
527 000 ₽,Peugeot 308 I Рестайлинг,2011,147000км,1.6 л / 120 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,бежевый
300 000 ₽,Mitsubishi Chariot II,1991,199000км,2.0 л / 135 л.с. / Бензин,механика,компактвэн,передний,синий
950 000 ₽,Infiniti QX4 I,2002,421700км,3.5 л / 243 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
499 000 ₽,Datsun on-DO I,2015,183000км,1.6 л / 87 л.с. / Бензин,механика,седан,передний,белый
8 700 000 ₽,"Mercedes-Benz S-Класс AMG 63 AMG Long III (W222, C217) Рестайлинг",2017,68000км,4.0 л / 612 л.с. / Бензин,автомат,седан,полный,чёрный
750 000 ₽,Mercedes-Benz CLK-Класс 230 I (W208) Рестайлинг,2001,176000км,2.3 л / 197 л.с. / Бензин,автомат,купе,задний,серебристый
6 499 999 ₽,Toyota Land Cruiser 200 Series Рестайлинг 2,2016,205000км,4.5 л / 249 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
75 000 ₽,Lada (ВАЗ) 2112,2001,200000км,1.5 л / 92 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,белый
1 500 000 ₽,Hyundai ix35 I Рестайлинг,2015,198000км,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,синий
2 305 000 ₽,Toyota Mark X II Рестайлинг,2016,109802км,2.5 л / 203 л.с. / Бензин,автомат,седан,полный,серый
2 289 000 ₽,Haval F7 I Рестайлинг,2022,52195км,2.0 л / 190 л.с. / Бензин,робот,внедорожник 5 дв.,полный,белый
841 500 ₽,Hyundai Tucson I,2005,175000км,2.0 л / 112 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
475 000 ₽,Kia Carens I (RS) Рестайлинг,2004,193000км,2.0 л / 113 л.с. / Дизель,автомат,компактвэн,передний,серый
6 300 000 ₽,BMW X3 M Competition I (F97),2019,99000км,3.0 л / 510 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
800 000 ₽,BMW X5 4.4i I (E53),2002,350000км,4.4 л / 286 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
715 000 ₽,Mitsubishi Grandis,2007,247000км,2.4 л / 165 л.с. / Бензин,механика,минивэн,передний,серебристый
45 000 ₽,Иж 2126 «Ода»,2000,180000км,1.7 л / 85 л.с. / Бензин,механика,хэтчбек 5 дв.,задний,белый
1 600 000 ₽,Mercedes-Benz GLK-Класс 350 I (X204),2010,157000км,3.5 л / 272 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 395 000 ₽,Lada (ВАЗ) Vesta I Рестайлинг (NG),2024,219км,1.6 л / 106 л.с. / Бензин,вариатор,седан,передний,коричневый
3 470 000 ₽,Toyota RAV4 V (XA50),2020,72125км,2.0 л / 149 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,коричневый
900 000 ₽,SsangYong Kyron I Рестайлинг,2013,160000км,2.3 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый
130 000 ₽,Lada (ВАЗ) 2112,2003,200000км,1.5 л / 92 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,зелёный
6 900 000 ₽,Mercedes-Benz V-Класс Long 220 d длинный III (W447) Рестайлинг,2021,101000км,2.1 л / 163 л.с. / Дизель,автомат,минивэн,полный,чёрный
950 000 ₽,Toyota Ipsum II (M20) Рестайлинг,2003,267000км,2.4 л / 160 л.с. / Бензин,автомат,компактвэн,передний,серебристый
670 000 ₽,SsangYong Kyron 4-speed I Рестайлинг,2007,199000км,2.3 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
740 000 ₽,Hyundai Solaris I Рестайлинг,2015,146000км,1.6 л / 123 л.с. / Бензин,механика,седан,передний,коричневый
3 800 000 ₽,Volkswagen Teramont I,2018,130000км,3.6 л / 280 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
579 000 ₽,Toyota Corolla Levin VII (AE110/AE111),1998,335000км,1.6 л / 165 л.с. / Бензин,механика,купе,передний,белый
920 000 ₽,Hyundai Terracan I,2002,181590км,2.9 л / 150 л.с. / Дизель,механика,внедорожник 5 дв.,полный,серый
1 579 000 ₽,Nissan Teana III,2015,173510км,2.5 л / 173 л.с. / Бензин,вариатор,седан,передний,белый
319 000 ₽,Ford Focus I Рестайлинг,2004,234000км,1.6 л / 100 л.с. / Бензин,механика,универсал 5 дв.,передний,серебристый
11 111 000 ₽,Bentley Bentayga I,2016,81000км,6.0 л / 608 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,оранжевый
2 080 000 ₽,Omoda S5 GT,2023,7669км,1.6 л / 150 л.с. / Бензин,робот,седан,передний,белый
230 000 ₽,Mitsubishi Pajero Pinin,2003,190000км,2.0 л / 129 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
7 900 000 ₽,Dodge Challenger R__T III Рестайлинг 2,2023,11700км,5.7 л / 380 л.с. / Бензин,автомат,купе,задний,серый
1 000 000 ₽,Nissan X-Trail II,2008,210000км,2.0 л / 141 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый
2 180 022 ₽,Toyota Corolla XII (E210),2024,282км,1.8 л / 98 л.с. / Гибрид,вариатор,седан,передний,белый
650 000 ₽,Toyota Voltz,2002,187000км,1.8 л / 132 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серый
13 241 000 ₽,BMW X7 40d I (G07) Рестайлинг,2024,21370км,3.0 л / 340 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
,Bentley Continental GT III,2024,10км,4.0 л / 550 л.с. / Бензин,робот,купе,полный,синий
505 000 ₽,Kia Ceed I Рестайлинг,2010,290000км,1.6 л / 122 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,белый
1 695 000 ₽,Ford Explorer V,2014,181000км,3.5 л / 294 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
120 000 ₽,Lada (ВАЗ) 2109,1996,300000км,1.5 л / 72 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,красный
4 800 000 ₽,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,2018,102500км,2.8 л / 177 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
1 070 000 ₽,Nissan Leaf I (ZE0/AZE0),2013,191509км,109 л.с. / 80 кВт / Электро,Заряд на 199 км,хэтчбек 5 дв.,передний,серый
2 354 000 ₽,Kia K5 III,2021,48000км,1.6 л / 180 л.с. / Бензин,автомат,седан,передний,чёрный
559 000 ₽,Toyota Ipsum I (M10),1997,400100км,2.0 л / 135 л.с. / Бензин,автомат,компактвэн,передний,белый
3 180 000 ₽,Mazda CX-5 II,2020,36742км,2.5 л / 194 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
1 150 000 ₽,Toyota Noah I (R60),2002,180000км,2.0 л / 152 л.с. / Бензин,автомат,минивэн,передний,серый
300 000 ₽,Ford Mondeo III Рестайлинг,2006,171000км,2.2 л / 155 л.с. / Дизель,механика,седан,передний,золотистый
2 350 000 ₽,Volkswagen Tiguan II,2017,102000км,1.4 л / 150 л.с. / Бензин,робот,внедорожник 5 дв.,полный,чёрный
1 230 000 ₽,Nissan Note II,2014,69100км,1.2 л / 79 л.с. / Бензин,вариатор,хэтчбек 5 дв.,передний,белый
1 100 000 ₽,Volvo XC90 I,2003,270000км,2.9 л / 272 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
41 000 ₽,Ford Mondeo I,1996,150000км,2.0 л / 136 л.с. / Бензин,механика,универсал 5 дв.,передний,синий
200 000 ₽,Volkswagen Passat B3,1991,260000км,1.8 л / 90 л.с. / Бензин,механика,универсал 5 дв.,передний,серый
1 400 000 ₽,Mitsubishi Delica IV,1995,170000км,2.8 л / 140 л.с. / Дизель,автомат,минивэн,полный,белый
280 000 ₽,Kia Magentis I,2002,350000км,2.5 л / 169 л.с. / Бензин,автомат,седан,передний,чёрный
300 000 ₽,Lada (ВАЗ) 2106,1996,99999км,1.5 л / 72 л.с. / Бензин,механика,седан,задний,синий
,SsangYong Rexton IV,2018,84000км,2.2 л / 181 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
3 999 999 ₽,Land Rover Range Rover Velar I,2019,146000км,2.0 л / 240 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
920 000 ₽,Jeep Liberty (Patriot),2008,187000км,2.4 л / 170 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серый
3 660 000 ₽,Subaru Legacy VII,2023,17202км,2.5 л / 182 л.с. / Бензин,вариатор,седан,полный,красный
1 060 000 ₽,Opel Antara I,2011,215000км,2.4 л / 140 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 800 000 ₽,Mercedes-Benz GL-Класс 500 I (X164),2006,196000км,5.5 л / 388 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
890 000 ₽,Toyota RAV4 II (XA20),2001,245780км,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
